id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min
0,,,,,,Sol,0.0,0.0,0.0,0.0,0.0,0.0,-26.7,4.85,G2V,0.656,5.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,0,,1.0,,
124,124,224893,9085,,,,0.026949,61.222801,943.3962,-2.8,-1.34,-23.0,5.58,-4.293,F0III,0.407,454.144163,3.204116,826.885007,-5.86E-6,-1.285E-5,-2.357E-5,0.007055293220648263,1.0685394491555988,-1.3574783055555555E-8,-6.496503E-9,,,Cas,1,124,,4541.507126325551,,
145,145,224926,9087,,29    Psc,,0.030402,-3.027504,139.2758,18.9,-10.25,23.0,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907,2.302E-5,1.294E-5,-8.15E-6,0.007959311760624218,-0.052839908817267495,9.1629785625E-8,-4.9693402E-8,,29,Psc,1,145,,149.830421062266,,
154,154,224935,9089,,30    Psc,,0.032672,-6.014072,132.4503,46.62,-41.32,-12.0,4.37,-1.24,M3III,1.631,131.716394,1.126662,-13.877167,-1.524E-5,2.98E-5,-2.51E-5,0.008553478676206407,-0.104965358843855,2.2602013787499997E-7,-2.00325012E-7,,30,Psc,1,154,,272.89777828080406,YY,4.418
171,171,224930,9088,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-9.99E-6,4.584E-5,-6.577E-5,0.00946108171981008,0.47267453579784746,3.7747108354375E-6,-4.454080246E-6,,85,Peg,1,171,Gl 914,0.6171631684555837,,
183,183,224990,9091,,Zet Scl,,0.038867,-29.720414,154.0832,9.66,14.0,8.6,5.04,-0.899,B4V,-0.15,133.807455,1.36158,-76.389577,1.275E-5,7.35E-6,4.72E-6,0.01017525278876349,-0.5187190791032438,4.683300154166666E-8,6.7873915E-8,Zet,,Scl,1,183,,199.34254564980927,,
194,194,225003,9093,,32    Psc,,0.041584,8.485463,36.9004,-93.55,-47.5,10.0,5.7,2.865,F0V,0.315,36.494389,0.397318,5.44498,1.155E-5,-1.661E-5,-6.89E-6,0.010886699497016102,0.1480992689931425,-4.5354319815972223E-7,-2.30286498E-7,,32,Psc,1,194,,6.223002851691592,,
300,301,225132,9098,,2    Cet,,0.06233,-17.335988,83.4725,28.57,-7.28,-5.0,4.55,-0.058,B9IVn,-0.047,79.670013,1.300177,-24.872663,-5.95E-6,1.147E-5,-1.29E-6,0.01631802797359968,-0.30257006382630625,1.3851126853472225E-7,-3.5294435E-8,,2,Cet,1,300,,91.87556016660622,,
343,343,225197,9101,,,,0.072165,-16.529036,90.6618,53.77,-60.27,-27.0,5.78,0.993,K0III,1.084,86.89952,1.641967,-25.793323,-3.445E-5,2.299E-5,-1.754E-5,0.018892655987765305,-0.2884861027255437,2.606843160347223E-7,-2.92197205E-7,,,Cet,1,343,,34.89795674378744,,
379,379,225216,9104,,,,0.078304,67.166445,92.6784,95.58,23.8,-27.0,5.68,0.845,K1III,1.051,35.956698,0.73744,85.415532,-2.145E-5,4.251E-5,-2.13E-5,0.02049985461801391,1.1722756186244814,4.6338491587499996E-7,1.15385655E-7,,,Cep,1,379,,39.99447497610976,,
418,418,225289,9110,,,,0.085039,61.31397,221.7295,14.29,2.24,14.0,5.8,-0.929,B8MNp...,-0.067,106.405975,2.369398,194.515247,4.42E-6,1.546E-5,1.372E-5,0.022263193198905826,1.0701306540234776,6.927987495138889E-8,1.0859826E-8,,,Cas,1,418,,204.9273858380245,V567,5.809
441,443,28,3,,33    Psc,,0.088928,-5.707618,39.4945,-8.29,88.19,-6.0,4.61,1.627,K1III,1.029,39.287997,0.914841,-3.927804,-4.39E-6,-1.69E-6,1.741E-5,0.023281305328276467,-0.09961672987464,-4.019105411805555E-8,4.27557184E-7,,33,Psc,1,441,,19.462561593612413,BC,4.62
475,476,87,4,,86    Peg,,0.094989,13.396266,114.2857,42.59,-6.51,-2.0,5.55,0.26,G5III,0.901,111.141705,2.764456,26.478222,-1.74E-6,2.356E-5,-3.98E-6,0.0248680747187823,0.2338089558380125,2.0648214654861113E-7,-3.156137E-8,,86,Peg,1,475,,68.54882264526617,,
517,518,123,5,Gl 4.1A,,,0.104356,58.436733,21.4777,247.36,17.77,-11.6,5.98,4.32,G5V,0.687,11.23803,0.307211,18.300258,-8.49E-6,2.553E-5,-9.14E-6,0.027320425307301943,1.0199133908246714,1.1992351202222223E-6,8.6151391E-8,,,Cas,1,517,Gl   4.1,1.6292960326397214,V640,5.994
530,531,144,7,,10    Cas,,0.10737,64.196168,265.9574,9.7,0.01,-0.4,5.57,-1.554,B9III,-0.023,115.723206,3.253833,239.438695,-5.4E-7,1.25E-5,-3.6E-7,0.028109436485611372,1.1204345074242086,4.702692701388888E-8,4.8481E-11,,10,Cas,1,530,,364.4181507888612,,
635,636,319,12,,,,0.129693,-22.50856,78.3699,70.1,-34.71,-13.0,5.93,1.459,A1V,0.141,72.358029,2.457783,-30.001634,-1.822E-5,2.603E-5,-7.09E-6,0.03395367272591311,-0.39284847743974505,3.398543900694444E-7,-1.68278828E-7,,,Cet,1,635,,22.71956437735267,,
654,655,344,13,,,,0.134303,-33.529326,94.9668,-42.75,3.15,7.0,5.67,0.782,K1III,1.119,79.115753,2.782872,-52.45625,7.46E-6,-1.943E-5,-2.75E-6,0.03516055349382617,-0.5851971343732375,-2.072578484375E-7,1.527163E-8,,,Scl,1,654,,42.383810577435,,
670,671,360,16,,,,0.138204,-8.824112,98.4252,-34.13,-35.67,20.0,5.99,1.024,G8III:,1.034,97.196752,3.518268,-15.098621,1.818E-5,-1.564E-5,-1.996E-5,0.03618160116454473,-0.15400980916409124,-1.6546690917361112E-7,-1.72933039E-7,,,Cet,1,670,,33.91563869058218,,
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-2.0E-8,1.958E-5,-2.65E-5,0.03659716270801555,0.5077238184659449,6.577952017777778E-7,-7.90003892E-7,Alp,21,And,1,676,,114.49855346901883,Alp,2.083
727,729,448,22,,87    Peg,,0.150672,18.211963,87.4126,140.93,-25.57,-23.0,5.57,0.862,G9III,1.043,82.969037,3.274515,27.319281,-2.13E-5,5.893E-5,-1.764E-5,0.03944591941930006,0.31785871928999254,6.832479200069445E-7,-1.23966858E-7,,87,Peg,1,727,,39.37313537008504,,
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,1.681E-5,4.329E-5,2.39E-6,0.040025852830323276,1.0323584043676326,2.5374663226597225E-6,-8.74700842E-7,Bet,11,Cas,1,744,,30.06076302628229,Bet,2.303
759,761,493,24,,Kap1Scl,,0.155851,-27.987928,77.4593,72.57,-9.99,9.0,5.42,0.975,F3V,0.414,68.343305,2.790097,-36.350566,5.25E-6,2.749E-5,-7.63E-6,0.04080165350626981,-0.4884814967877525,3.5182928797916665E-7,-4.8432886E-8,Kap-1,,Scl,1,759,,35.481338923357534,,
811,813,560,26,,34    Psc,,0.167278,11.145813,93.633,29.73,1.64,14.0,5.54,0.683,B9V,-0.064,91.778975,4.021883,18.099895,1.33E-5,1.409E-5,3.5E-6,0.043793360182188254,0.19453113557076,1.4413510722916667E-7,7.950944E-9,,34,Psc,1,811,,46.43014072818033,,
838,840,587,29,,,,0.171908,-5.248588,58.309,34.98,-29.01,24.0,5.84,2.011,K1III,0.973,58.00594,2.612349,-5.333956,2.322E-5,1.094E-5,-1.041E-5,0.04500547089347276,-0.09160513463892,1.6958782545833334E-7,-1.40644448E-7,,,Psc,1,838,,13.66469680740465,,
839,841,571,27,,22    And,,0.172012,46.072272,377.3585,4.51,0.21,-5.0,5.01,-2.874,F2II,0.405,261.527194,11.785276,271.779391,-4.19E-6,8.07E-6,-3.42E-6,0.04503274031959869,0.8041128329084449,2.1865096993055556E-8,1.018108E-9,,22,And,1,839,,1229.1361730601686,,
871,873,645,31,,,,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.84,1.464,K0III,1.0,73.137904,3.421562,-16.339167,4.2E-7,5.441E-5,-1.49E-5,0.04674809930262709,-0.219560616338145,7.242631573819444E-7,-1.85295788E-7,,,Cet,1,871,,22.615177461083626,,
908,910,693,33,Gl 10,6    Cet,,0.187739,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,F5V,0.487,18.046958,0.887717,-5.000042,8.23E-6,-7.26E-6,-2.757E-5,0.0491498571352085,-0.26996713445257625,-4.082131190277777E-7,-1.305651723E-6,,6,Cet,1,908,,3.3884415613920247,,
928,930,720,34,,Kap2Scl,,0.192894,-27.799737,243.309,4.61,17.09,-6.0,5.41,-1.521,K2III,1.346,214.952607,10.864269,-113.475053,3.69E-6,5.63E-6,2.069E-5,0.05049962656171839,-0.4851969350217425,2.2349910673611113E-8,8.2854658E-8,Kap-2,,Scl,1,928,,353.50861336199705,,
948,950,739,35,NN 3013,The Scl,,0.195552,-35.133119,21.2766,169.01,113.75,-13.5,5.24,3.6,F3/F5V,0.459,17.377471,0.890451,-12.244148,-5.43E-6,1.718E-5,1.754E-5,0.051195352606513186,-0.6131886115888412,8.193836015069444E-7,5.51475561E-7,The,,Scl,1,948,,3.162277660168378,,
981,983,787,37,,,,0.202773,-17.938278,190.8397,60.48,-24.69,-8.0,5.29,-1.113,K4III,1.478,181.306922,9.633925,-58.777132,-1.777E-5,5.509E-5,-1.921E-5,0.0530859466339975,-0.31308200637934874,2.9321531399999997E-7,-1.19700497E-7,,,Cet,1,981,,242.77278476809965,,
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,5.04E-6,3.03E-6,-3.56E-6,0.05775241337962613,0.2650037404493388,2.2786242986111112E-8,-3.9948647E-8,Gam,88,Peg,1,1065,,926.4031007363994,Gam,2.846
1084,1086,905,41,,23    And,,0.22524,41.03537,34.904,-122.76,-146.91,-29.0,5.71,2.996,F0IV,0.331,26.282289,1.551559,22.915172,-4.82E-6,-2.109E-5,-3.822E-5,0.05896766937385031,0.7162023089019425,-5.9515727425E-7,-7.12239778E-7,,23,And,1,1084,,5.515691912608027,,
1094,1096,942,42,,,,0.228401,-26.022345,396.8254,37.59,-78.73,-30.0,5.94,-2.053,K5III,1.548,355.958884,21.310082,-174.095773,-9.817E-5,6.656E-5,-1.2264E-4,0.059795149612797055,-0.4541756048208375,1.8224146252083336E-7,-3.8169381E-7,,,Scl,1,1094,,577.0321353329299,,
1156,1158,1014,46,,,,0.241008,-7.780532,178.5714,61.01,2.36,-2.0,5.13,-1.129,M3IIIvar,1.601,176.575373,11.155955,-24.174803,-5.08E-6,5.26E-5,2.3E-6,0.06309567711723194,-0.1357959018859825,2.957848265069444E-7,1.1441602E-8,,,Cet,1,1156,,246.37690767217697,AD,5.181
1166,1168,1013,45,,89Chi Peg,,0.243378,20.206702,112.8668,90.66,1.88,-46.0,4.79,-0.473,M2III,1.572,105.704826,6.744268,38.98495,-4.757E-5,4.667E-5,-1.528E-5,0.06371622390572443,0.3526734757518487,4.395320827916666E-7,9.114497E-9,Chi,89,Peg,1,1166,,134.64802883878474,,
1169,1170,1038,48,,7    Cet,,0.244005,-18.932866,137.1742,-27.15,-73.78,-23.0,4.44,-1.246,M1III,1.64,129.488149,8.283,-44.507481,-3.694E-5,-2.045E-5,-3.878E-5,0.06388027526450013,-0.3304408408359138,-1.3162691427083333E-7,-3.57695533E-7,,7,Cet,1,1169,,274.4100418256573,AE,4.484
1189,1191,1064,51,,,,0.248476,-9.569571,103.8422,22.64,-8.45,17.0,5.77,0.688,B9V,-0.084,102.180753,6.656346,-17.26328,1.566E-5,1.244E-5,-7.08E-6,0.06505093141590118,-0.167020522459115,1.0976181727777777E-7,-4.0966756E-8,,,Cet,1,1189,,46.21681360922447,,
1286,1288,1187,57,,,,0.269126,-31.446394,152.207,117.87,-27.11,26.0,5.66,-0.252,K2III,1.35,129.530168,9.141561,-79.406606,6.1E-6,8.762E-5,-3.094E-5,0.07045707918649612,-0.5488431140386449,5.714498852708333E-7,-1.31432988E-7,,,Scl,1,1286,,109.84998450583755,,
1351,1354,1239,60,,,,0.282513,61.533185,190.1141,-6.0,-3.46,-4.0,5.74,-0.655,G8III,0.898,90.370066,6.696118,167.128006,1.26E-6,-5.45E-6,-5.12E-6,0.07396176547281771,1.0739566852226612,-2.9088820833333333E-8,-1.6774553E-8,,,Cas,1,1351,,159.220872705117,,
1363,1366,1280,63,,24The And,,0.284863,38.681636,94.697,-50.01,-17.9,1.0,4.61,-0.272,A2V,0.059,73.717927,5.507828,59.184918,7.63E-6,-2.245E-5,-5.78E-6,0.0745769335159356,0.67512190066058,-2.4245532164583333E-7,-8.6781648E-8,The,24,And,1,1363,,111.8922481955243,,
1369,1372,1279,62,,,,0.285845,47.947405,343.6426,4.05,-3.97,-9.0,5.86,-1.821,B7III,-0.079,229.531844,17.208961,255.164977,-1.76E-6,6.63E-6,-1.126E-5,0.07483408380584805,0.8368400885878488,1.96349540625E-8,-1.9247103E-8,,,Cas,1,1369,,466.01511170218424,,
1470,1473,1404,68,,25Sig And,,0.305463,36.785224,41.3223,-66.51,-42.48,-8.0,4.51,1.429,A2V,0.054,32.988623,2.643715,24.744457,-3.9E-7,-1.34E-5,-1.171E-5,0.07997000556618429,0.6420232749475537,-3.2244957893749997E-7,-2.05948851E-7,Sig,25,And,1,1470,,23.356082466252186,,
1490,1493,1439,71,,,,0.310625,31.517227,166.6667,58.09,-2.91,-5.0,5.88,-0.229,A0IV,-0.014,141.610946,11.541536,87.12581,-6.93E-6,4.652E-5,-4.68E-6,0.08132155024733655,0.5500793775543176,2.8162826703472224E-7,-1.4108078E-8,,,And,1,1490,,107.5474208972789,,
1559,1562,1522,74,,8Iot Cet,,0.323799,-8.823921,84.1751,-14.37,-37.84,19.0,3.56,-1.066,K2III,1.214,82.880324,7.042663,-12.912353,1.727E-5,-4.42E-6,-1.824E-5,0.08477025140739841,-0.15400648121809002,-6.966772589583332E-8,-1.83453496E-7,Iot,8,Cet,1,1559,,232.4877101501645,,
1626,1630,1606,78,,,,0.340111,30.935614,159.7444,15.27,-0.64,4.0,5.89,-0.127,B7V,-0.098,136.477267,12.184297,82.120542,2.7E-6,1.211E-5,1.68E-6,0.08904094377167894,0.5399283118504388,7.403104902083332E-8,-3.102807E-9,,,And,1,1626,,97.90390174480511,,
1641,1645,1635,80,,41    Psc,,0.343295,8.190271,125.0,-4.5,9.59,16.0,5.38,-0.105,K3III,1.343,123.225843,11.104763,17.807629,1.555E-5,-1.34E-6,8.08E-6,0.08987439210461327,0.14294720081927123,-2.1816615624999998E-8,4.6493631E-8,,41,Psc,1,1641,,95.94006315159336,,
1653,1657,1632,79,,,,0.345978,32.911186,191.9386,-29.44,-17.29,-36.0,5.79,-0.626,K5III,1.595,160.4743,14.575103,104.287431,-1.96E-5,-2.929E-5,-3.351E-5,0.09057687811995889,0.5744085645375062,-1.4272914755555558E-7,-8.3824285E-8,,,And,1,1653,,155.02437888710415,,
1682,1686,1671,82,,27Rho And,,0.352017,37.968603,48.5437,58.32,-39.65,9.0,5.16,1.729,F5III,0.442,38.106993,3.521856,29.865569,1.168E-5,1.486E-5,-1.69E-6,0.09215774000421187,0.6626771359995399,2.827433385E-7,-1.92228624E-7,Rho,27,And,1,1682,,17.717400399431227,,
1704,1708,1737,84,,Iot Scl,,0.358665,-28.981469,101.3171,32.77,-71.48,21.0,5.18,0.152,K0III,1.006,88.239543,8.310005,-49.090933,2.6E-7,1.619E-5,-4.112E-5,0.09389838114262729,-0.5058220522671575,1.5887344311805555E-7,-3.46544818E-7,Iot,,Scl,1,1704,,75.71815097147055,,
1724,1728,1760,85,,,,0.362853,-20.058024,270.2703,62.63,-12.77,29.0,5.61,-1.549,M5/M6Ib/II,1.58,252.73287,24.080813,-92.695126,1.424E-5,8.379E-5,-2.589E-5,0.09499473183957115,-0.35007855171868624,3.036388081319445E-7,-6.1910707E-8,,,Cet,1,1724,,362.7438014764576,T,6.001
1916,1921,1976,91,,,,0.404348,52.019914,306.7485,13.7,-4.4,-7.0,5.58,-1.854,B5IV,-0.11,187.712485,19.945498,241.786691,-1.41E-6,2.034E-5,-9.67E-6,0.10585801617039957,0.9079187743467413,6.64194742361111E-8,-2.1331801E-8,,,Cas,1,1916,,480.3966829296808,V746,5.6
1955,1960,2011,93,,12    Cas,,0.413193,61.831057,215.0538,13.67,-2.45,-4.0,5.38,-1.283,B9III,0.008,100.927665,10.96058,189.582683,-1.22E-6,1.42E-5,-4.81E-6,0.10817380089776366,1.0791555320680688,6.627403013194444E-8,-1.1877935E-8,,12,Cas,1,1955,,283.92262394249076,,
1977,1982,2054,96,,,,0.418445,53.046786,158.2278,25.8,0.3,10.0,5.72,-0.276,B9IV,-0.056,94.5505,10.399574,126.444126,3.77E-6,2.032E-5,8.31E-6,0.10954855046688386,0.9258410667263588,1.2508192958333334E-7,1.454441E-9,,,Cas,1,1977,,112.30523475410828,,
2000,2006,2114,97,,44    Psc,,0.423391,1.939692,144.0922,-14.33,-12.89,-4.0,5.77,-0.023,G5III,0.855,143.125834,15.92987,4.877167,-2.65E-6,-1.037E-5,-9.14E-6,0.11084355810424629,0.03385401819077375,-6.947380042361111E-8,-6.2492483E-8,,44,Psc,1,2000,,88.96107044092288,,
2069,2072,2262,100,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,106.14,32.83,11.3,3.93,2.046,A7V,0.175,17.106924,1.964466,-16.443574,9.51E-6,1.342E-5,-5.24E-6,0.11433201758585475,-0.7623568403121038,5.145812405416667E-7,1.59164331E-7,Kap,,Phe,1,2069,,13.231223331133709,,
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75.0,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,2.323E-5,3.218E-5,-8.456E-5,0.11468290295782503,-0.7383786688321162,1.128452322861111E-6,-1.714495099E-6,Alp,,Phe,1,2076,,64.44659847416881,,
2153,2159,2363,102,,,,0.454085,-25.54717,176.0563,32.93,-15.26,-3.0,5.99,-0.238,K0III,1.022,157.722258,18.838748,-75.924977,-1.166E-5,2.691E-5,-1.043E-5,0.11887920193001882,-0.44588223634746127,1.5964914500694445E-7,-7.3982567E-8,,,Scl,1,2153,,108.44261957670734,,
2204,2210,2429,105,,Eta Scl,,0.465472,-33.007167,138.5042,-20.48,-50.39,11.0,4.86,-0.847,M2/M3III,1.634,115.288699,14.119065,-75.449377,-7.26E-6,-1.474E-5,-3.45E-5,0.12186039221388445,-0.5760837406041137,-9.928984177777779E-8,-2.44297613E-7,Eta,,Scl,1,2204,,190.02030025772322,Eta,4.94
2213,2219,2411,103,,47    Psc,,0.467475,17.893125,162.0746,114.91,20.48,6.0,5.01,-1.039,M3IIIvar,1.584,153.081675,18.829007,49.79621,-1.013E-5,8.972E-5,1.72E-5,0.12238478361975286,0.31229393978610875,5.57099400326389E-7,9.9289841E-8,,47,Psc,1,2213,,226.7775191567259,TV,5.231
2220,2225,2421,104,,,,0.470454,44.394452,86.6551,84.1,-15.33,2.0,5.18,0.491,A2Vs,0.043,61.44953,7.606996,60.623414,1.58E-6,3.579E-5,-3.17E-6,0.12316455262267179,0.7748293556830512,4.0772830534722216E-7,-7.4321937E-8,,,And,1,2220,,55.41151189716867,,
2234,2240,2490,109,,,,0.474027,-39.915002,115.2074,135.95,-41.36,32.0,5.42,0.113,M0III,1.556,87.684385,10.937992,-73.923068,8.0E-7,7.662E-5,-3.872E-5,0.12409995116173876,-0.6966482105407075,6.591041987152777E-7,-2.00518938E-7,,,Phe,1,2234,,78.48741034887297,,
2347,2353,2637,117,,12    Cet,,0.500655,-3.957332,173.913,8.61,-14.51,5.0,5.72,-0.482,M0III,1.545,172.0102,22.675579,-12.00236,3.27E-6,7.75E-6,-1.256E-5,0.13107116224650658,-0.06906847053156875,4.174245789583333E-8,-7.0346465E-8,,12,Cet,1,2347,,135.76880641390918,,
2349,2355,2628,114,,28    And,,0.502045,29.751557,62.7746,43.56,-57.18,-10.0,5.2,1.211,A7III,0.271,54.029838,7.142605,31.151228,-1.98E-6,1.311E-5,-2.018E-5,0.13143501186734344,0.5192626203559575,2.1118483925000002E-7,-2.77216462E-7,,28,And,1,2349,,28.54959816900407,GN,5.223
2371,2377,2626,113,,,,0.505534,59.977554,235.8491,16.26,-3.94,-17.0,5.94,-0.923,B9IIIn,-0.003,116.972486,15.572249,204.204968,-7.21E-6,1.779E-5,-1.731E-5,0.13234854776866403,1.0468057998604838,7.883070445833334E-8,-1.9101659E-8,,,Cas,1,2371,,203.79803862870568,,
2375,2381,2696,118,,,,0.506293,-23.78768,53.1067,-26.95,13.97,0.5,5.17,1.544,A3V,0.128,48.168847,6.422298,-21.420512,2.82E-6,-6.62E-6,3.08E-6,0.13254724774873952,-0.4151733423758787,-1.306572869097222E-7,6.7728471E-8,,,Cet,1,2375,,21.00873969240991,,
2469,2475,2767,122,,,,0.523787,33.581642,116.144,49.61,-16.26,9.0,5.88,0.555,K1III...,1.133,95.851154,13.226847,64.242154,8.79E-6,2.941E-5,-2.54E-6,0.13712716951558557,0.58611022323134,2.4051606692361114E-7,-7.8830704E-8,,,And,1,2469,,52.239618899911974,,
2491,2497,2774,124,,,,0.528105,52.839526,116.8224,-55.33,-13.14,-52.0,5.59,0.252,K2III,1.163,69.892874,9.725158,93.10087,-2.163E-5,-3.465E-5,-4.688E-5,0.1382576138351673,0.9222237115854762,-2.682474094513889E-7,-6.3704517E-8,,,Cas,1,2491,,69.05577442196835,,
2499,2505,2772,123,,14Lam Cas,,0.529539,54.522289,115.7407,40.78,-14.81,-12.0,4.74,-0.577,B8Vn,-0.098,66.52975,9.282854,94.252351,-3.51E-6,2.261E-5,-1.482E-5,0.13863307893641563,0.9515934527420725,1.9770701893055558E-7,-7.1800906E-8,Lam,14,Cas,1,2499,,148.18355175164308,,
2543,2548,2913,132,,51    Psc,,0.539939,6.955463,80.9717,45.91,3.54,17.0,5.69,1.148,B9.5V,-0.014,79.574268,11.323808,9.805512,1.438E-5,2.025E-5,3.48E-6,0.1413557955571565,0.121395733171035,2.2257796074305556E-7,1.7162404E-8,,51,Psc,1,2543,,30.255198038723073,,
2562,2568,2910,131,,52    Psc,,0.543189,20.294316,80.0,136.81,-48.1,-13.0,5.38,0.865,K0III,1.069,74.276339,10.634394,27.747369,-1.346E-5,5.167E-5,-2.211E-5,0.14220656264396822,0.354202640540425,6.632735963680556E-7,-2.3319538E-7,,52,Psc,1,2562,,39.26449353995997,,
2605,2611,2952,135,,,,0.552879,54.894985,114.1553,70.08,-39.36,-35.0,5.93,0.643,K0III,1.037,64.961388,9.469096,93.390124,-8.33E-6,3.798E-5,-4.181E-5,0.14474338187748914,0.95809822830169,3.3975742733333336E-7,-1.90822664E-7,,,Cas,1,2605,,48.17259035591632,,
2655,2661,3059,138,,,,0.561401,-29.558278,165.0165,-27.91,-29.31,-9.0,5.55,-0.538,K1III,1.262,141.992704,21.020865,-81.404016,-1.609E-5,-2.495E-5,-1.585E-5,0.14697452602439037,-0.5158892743652788,-1.3531149824305557E-7,-1.42098889E-7,,,Scl,1,2655,,142.9552140037036,,
2756,2762,3196,142,Gl 23A,13    Cet,,0.587466,-3.592846,21.254,407.68,-36.47,11.2,5.2,3.563,F8V...,0.567,20.961944,3.249574,-1.331907,4.63E-6,4.322E-5,-4.47E-6,0.15379832227361276,-0.06270700010105375,1.9764884128888886E-6,-1.76811549E-7,,13,Cet,1,2756,Gl  23,3.2718998362317913,BU,5.21
2781,2787,3229,143,,14    Cet,,0.592454,-0.50561,54.4959,143.36,-61.94,6.0,5.94,2.258,F5IV,0.444,53.839659,8.418363,-0.480897,7.0E-8,3.834E-5,-1.642E-5,0.15510402350280889,-0.00882455256893875,6.950288924444444E-7,-3.00293593E-7,,14,Cet,1,2781,,10.884287379435941,,
2848,2854,3240,144,,,,0.602306,54.16845,164.4737,22.98,-1.52,1.0,5.08,-1.0,B7III,-0.098,95.089068,15.119543,133.345676,-1.32E-6,1.834E-5,1.2E-7,0.15768329283910817,0.9454178045197887,1.1141018379166667E-7,-7.369167E-9,,,Cas,1,2848,,218.77616239495518,,
2894,2900,3346,152,,,,0.612903,44.488587,189.0359,-36.7,31.77,-33.0,5.14,-1.243,K5III,1.587,133.123811,21.545864,132.469946,-3.853E-5,-4.031E-5,-2.88E-6,0.1604575411420683,0.7764723197214275,-1.779266207638889E-7,1.54025306E-7,,,And,1,2894,,273.6528654192469,V428,5.154
2897,2903,3379,155,,53    Psc,,0.613142,15.231725,318.4713,0.91,-14.18,-9.0,5.89,-1.625,B2.5IV,-0.146,303.333338,49.113713,83.669867,-3.31E-6,8.9E-7,-2.354E-5,0.16052027760328932,0.2658437594674337,4.4118044930555555E-9,-6.8746579E-8,,53,Psc,1,2897,,389.04514499428046,AG,5.906
2906,2912,3369,154,,29Pi  And,,0.61468,33.719344,183.4862,15.23,-3.56,9.0,4.34,-1.978,B5V,-0.123,150.645938,24.453844,101.857872,7.12E-6,1.488E-5,2.48E-6,0.16092283607483104,0.5885135669805387,7.383712354861111E-8,-1.7259367E-8,Pi,29,And,1,2906,,538.5177219975278,,
2914,2920,3360,153,,17Zet Cas,,0.616188,53.896909,181.8182,17.77,-9.15,2.0,3.69,-2.608,B2IV,-0.196,105.743565,17.207892,146.901502,5.11E-6,1.67E-5,-3.1E-6,0.16131768182467154,0.9406785238460538,8.615139103472223E-8,-4.4360451E-8,Zet,17,Cas,1,2914,,962.0552191862149,,
2935,2941,3443,159,Gl 25A,,,0.622393,-24.767267,15.4012,1422.09,-17.15,18.6,5.57,4.632,K1V+...,0.715,13.799451,2.268712,-6.452147,-7.0E-7,1.0748E-4,-9.13E-6,0.16294223676011085,-0.4322703575235275,6.8944868698125E-6,-8.3145546E-8,,,Cet,1,2935,Gl  25,1.2223624492787322,,
2936,2942,3421,157,,,,0.622561,35.399501,259.7403,-9.21,-3.57,-0.2,5.45,-1.623,G5III,0.886,208.916915,34.355297,150.460822,4.29E-6,-1.105E-5,-3.78E-6,0.1629861603007752,0.61783785255633,-4.465133997916667E-8,-1.7307848E-8,,,And,1,2936,,388.32915700495494,,
3025,3031,3546,163,,30Eps And,,0.642602,29.311751,50.226,-229.41,-254.08,-84.0,4.34,0.835,G5III...,0.871,43.176578,7.332959,24.588338,-3.464E-5,-6.254E-5,-9.6E-5,0.1682326801531851,0.5115865716222587,-1.1122110645625E-6,-1.231814599E-6,Eps,30,And,1,3025,,40.36453929676048,,
3077,3083,3574,164,,,,0.652748,49.354589,641.0256,7.93,-2.74,-8.0,5.45,-3.584,K5III,1.644,411.466483,71.007709,486.381503,-3.08E-6,2.448E-5,-1.175E-5,0.1708889384000926,0.8614000707659275,3.844572486805555E-8,-1.3283894E-8,,,Cas,1,3077,,2363.741608116292,,
3086,3092,3627,165,,31Del And,,0.655462,30.861024,32.352,115.38,-83.05,-7.0,3.27,0.72,K3III...,1.268,27.363473,4.742224,16.595166,-2.56E-6,1.792E-5,-1.485E-5,0.17159965555771547,0.5386264769195913,5.59378024625E-7,-4.02637761E-7,Del,31,And,1,3086,,44.87453899331323,,
